gene.ID,Base.Mean,log2.FC.,StdErr,Wald.Stats,P.value,P.adj,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V16
vnz_24920,196.14339,-2.6593833,0.4009276,-6.6330768,3.29e-11,9.05e-10,CP018074.1,5423462,5423463,TSS_10850,200,+,CP018074.1,Genbank,gene,5424076,5425110,.,-,.,613
vnz_24920,196.14339,-2.6593833,0.4009276,-6.6330768,3.29e-11,9.05e-10,CP018074.1,5423048,5423049,TSS_10843,31,+,CP018074.1,Genbank,gene,5424076,5425110,.,-,.,1027
vnz_24940,308.70174,2.3183088,0.3981543,5.8226394,5.79e-09,1.21e-07,CP018074.1,5428100,5428101,TSS_10862,55,+,CP018074.1,Genbank,gene,5427885,5428664,.,-,.,1
vnz_24945,452.94275,3.3132592,0.4402223,7.5263313,5.22e-14,2.17e-12,CP018074.1,5428100,5428101,TSS_10862,55,+,CP018074.1,Genbank,gene,5428668,5429636,.,-,.,567
vnz_25025,59.24519,5.8829188,0.7859,7.4855819,7.12e-14,2.83e-12,CP018074.1,5448975,5448976,TSS_10906,37,-,CP018074.1,Genbank,gene,5445938,5447902,.,+,.,1074
vnz_25025,59.24519,5.8829188,0.7859,7.4855819,7.12e-14,2.83e-12,CP018074.1,5446951,5446952,TSS_10903,56,-,CP018074.1,Genbank,gene,5445938,5447902,.,+,.,1
vnz_25455,141.4162,-3.2199235,0.5127377,-6.2798644,3.39e-10,8.24e-09,CP018074.1,5562190,5562191,TSS_11006,46,-,CP018074.1,Genbank,gene,5561595,5563358,.,+,.,1
vnz_25950,1449.469,2.31378,0.3146852,7.3526823,1.94e-13,7.28e-12,CP018074.1,5675422,5675423,TSS_11179,73,-,CP018074.1,Genbank,gene,5673402,5674106,.,+,.,1317
vnz_26130,202.04479,4.5555574,0.4657853,9.7803806,1.37e-22,1.14e-20,CP018074.1,5715138,5715139,TSS_11284,52,-,CP018074.1,Genbank,gene,5712120,5714042,.,+,.,1097
vnz_26135,76.380789,3.3832446,0.4777688,7.0813433,1.43e-12,4.81e-11,CP018074.1,5704202,5704203,TSS_11269,56,+,CP018074.1,Genbank,gene,5714210,5714935,.,-,.,10007
vnz_26135,76.380789,3.3832446,0.4777688,7.0813433,1.43e-12,4.81e-11,CP018074.1,5704078,5704079,TSS_11263,632,+,CP018074.1,Genbank,gene,5714210,5714935,.,-,.,10131
vnz_26135,76.380789,3.3832446,0.4777688,7.0813433,1.43e-12,4.81e-11,CP018074.1,5710393,5710394,TSS_11280,365,+,CP018074.1,Genbank,gene,5714210,5714935,.,-,.,3816
vnz_26135,76.380789,3.3832446,0.4777688,7.0813433,1.43e-12,4.81e-11,CP018074.1,5711396,5711397,TSS_11282,42,+,CP018074.1,Genbank,gene,5714210,5714935,.,-,.,2813
vnz_26135,76.380789,3.3832446,0.4777688,7.0813433,1.43e-12,4.81e-11,CP018074.1,5704193,5704194,TSS_11267,108,+,CP018074.1,Genbank,gene,5714210,5714935,.,-,.,10016
vnz_26135,76.380789,3.3832446,0.4777688,7.0813433,1.43e-12,4.81e-11,CP018074.1,5704085,5704086,TSS_11266,3521,+,CP018074.1,Genbank,gene,5714210,5714935,.,-,.,10124
vnz_26135,76.380789,3.3832446,0.4777688,7.0813433,1.43e-12,4.81e-11,CP018074.1,5707619,5707620,TSS_11279,42,+,CP018074.1,Genbank,gene,5714210,5714935,.,-,.,6590
vnz_26135,76.380789,3.3832446,0.4777688,7.0813433,1.43e-12,4.81e-11,CP018074.1,5704072,5704073,TSS_11261,29398,+,CP018074.1,Genbank,gene,5714210,5714935,.,-,.,10137
vnz_26485,343.96596,2.659741,0.4231025,6.2862804,3.25e-10,7.96e-09,CP018074.1,5780270,5780271,TSS_11388,1271,+,CP018074.1,Genbank,gene,5787564,5788505,.,-,.,7293
vnz_26485,343.96596,2.659741,0.4231025,6.2862804,3.25e-10,7.96e-09,CP018074.1,5781464,5781465,TSS_11393,109,+,CP018074.1,Genbank,gene,5787564,5788505,.,-,.,6099
vnz_26485,343.96596,2.659741,0.4231025,6.2862804,3.25e-10,7.96e-09,CP018074.1,5782898,5782899,TSS_11395,953,+,CP018074.1,Genbank,gene,5787564,5788505,.,-,.,4665
vnz_26485,343.96596,2.659741,0.4231025,6.2862804,3.25e-10,7.96e-09,CP018074.1,5781389,5781390,TSS_11389,125,+,CP018074.1,Genbank,gene,5787564,5788505,.,-,.,6174
vnz_26485,343.96596,2.659741,0.4231025,6.2862804,3.25e-10,7.96e-09,CP018074.1,5776062,5776063,TSS_11385,1650,+,CP018074.1,Genbank,gene,5787564,5788505,.,-,.,11501
vnz_26485,343.96596,2.659741,0.4231025,6.2862804,3.25e-10,7.96e-09,CP018074.1,5774385,5774386,TSS_11382,123,+,CP018074.1,Genbank,gene,5787564,5788505,.,-,.,13178
vnz_26485,343.96596,2.659741,0.4231025,6.2862804,3.25e-10,7.96e-09,CP018074.1,5785677,5785678,TSS_11400,37,+,CP018074.1,Genbank,gene,5787564,5788505,.,-,.,1886
vnz_26485,343.96596,2.659741,0.4231025,6.2862804,3.25e-10,7.96e-09,CP018074.1,5784187,5784188,TSS_11399,104,+,CP018074.1,Genbank,gene,5787564,5788505,.,-,.,3376
vnz_26485,343.96596,2.659741,0.4231025,6.2862804,3.25e-10,7.96e-09,CP018074.1,5781397,5781398,TSS_11390,115,+,CP018074.1,Genbank,gene,5787564,5788505,.,-,.,6166
vnz_26880,423.3953,-2.0716693,0.500825,-4.1365135,3.53e-05,0.0003556,CP018074.1,5890872,5890873,TSS_11865,40,+,CP018074.1,Genbank,gene,5890797,5891618,.,-,.,1
vnz_27040,276.85687,3.8210489,0.475446,8.0367671,9.22e-16,4.5e-14,CP018074.1,5924633,5924634,TSS_12061,264,+,CP018074.1,Genbank,gene,5928193,5928525,.,-,.,3559
vnz_27295,106.93485,2.2143649,0.4667112,4.7446153,2.09e-06,2.82e-05,CP018074.1,5995224,5995225,TSS_12215,525,+,CP018074.1,Genbank,gene,5997354,5997635,.,-,.,2129
vnz_27295,106.93485,2.2143649,0.4667112,4.7446153,2.09e-06,2.82e-05,CP018074.1,5996354,5996355,TSS_12218,152,+,CP018074.1,Genbank,gene,5997354,5997635,.,-,.,999
vnz_27295,106.93485,2.2143649,0.4667112,4.7446153,2.09e-06,2.82e-05,CP018074.1,5990830,5990831,TSS_12205,33,+,CP018074.1,Genbank,gene,5997354,5997635,.,-,.,6523
vnz_27295,106.93485,2.2143649,0.4667112,4.7446153,2.09e-06,2.82e-05,CP018074.1,5992278,5992279,TSS_12212,209,+,CP018074.1,Genbank,gene,5997354,5997635,.,-,.,5075
vnz_27295,106.93485,2.2143649,0.4667112,4.7446153,2.09e-06,2.82e-05,CP018074.1,5992272,5992273,TSS_12210,171,+,CP018074.1,Genbank,gene,5997354,5997635,.,-,.,5081
vnz_28530,50.534678,-2.0796495,0.5699233,-3.6489988,0.0002633,0.0021151,CP018074.1,6269142,6269143,TSS_12691,39,+,CP018074.1,Genbank,gene,6267823,6269241,.,-,.,1
vnz_28530,50.534678,-2.0796495,0.5699233,-3.6489988,0.0002633,0.0021151,CP018074.1,6265908,6265909,TSS_12688,51,+,CP018074.1,Genbank,gene,6267823,6269241,.,-,.,1914
vnz_28710,60.933508,3.085937,0.5493588,5.6173431,1.94e-08,3.71e-07,CP018074.1,6316255,6316256,TSS_12725,37,-,CP018074.1,Genbank,gene,6316255,6317457,.,+,.,1
vnz_28715,55.831791,4.3074508,0.7376084,5.8397527,5.23e-09,1.1e-07,CP018074.1,6319132,6319133,TSS_12729,119,-,CP018074.1,Genbank,gene,6317454,6317867,.,+,.,1266
vnz_28720,620.40092,6.4677795,0.4771423,13.555241,7.38e-42,3.73e-39,CP018074.1,6319132,6319133,TSS_12729,119,-,CP018074.1,Genbank,gene,6317965,6319524,.,+,.,1
vnz_28720,620.40092,6.4677795,0.4771423,13.555241,7.38e-42,3.73e-39,CP018074.1,6319722,6319723,TSS_12734,46,-,CP018074.1,Genbank,gene,6317965,6319524,.,+,.,199
vnz_28755,96.086203,-2.0020919,0.46305,-4.3237057,1.53e-05,0.000168,CP018074.1,6329896,6329897,TSS_12750,44,-,CP018074.1,Genbank,gene,6329633,6331078,.,+,.,1
vnz_29005,75.268223,3.349551,0.5476238,6.1165186,9.56e-10,2.16e-08,CP018074.1,6391951,6391952,TSS_12813,1064,+,CP018074.1,Genbank,gene,6393516,6394484,.,-,.,1564
vnz_29390,698.7082,-2.3651772,0.3801604,-6.2215238,4.92e-10,1.18e-08,CP018074.1,6469238,6469239,TSS_12879,283,+,CP018074.1,Genbank,gene,6473487,6474617,.,-,.,4248
vnz_29390,698.7082,-2.3651772,0.3801604,-6.2215238,4.92e-10,1.18e-08,CP018074.1,6469685,6469686,TSS_12881,289,+,CP018074.1,Genbank,gene,6473487,6474617,.,-,.,3801
vnz_29390,698.7082,-2.3651772,0.3801604,-6.2215238,4.92e-10,1.18e-08,CP018074.1,6473009,6473010,TSS_12884,274,+,CP018074.1,Genbank,gene,6473487,6474617,.,-,.,477
vnz_29450,55.781985,-2.4939395,0.6494078,-3.8403289,0.0001229,0.0010981,CP018074.1,6482500,6482501,TSS_12900,37,+,CP018074.1,Genbank,gene,6489442,6490788,.,-,.,6941
vnz_29905,133.99601,-2.4729612,0.3530192,-7.0051756,2.47e-12,8.08e-11,CP018074.1,6591584,6591585,TSS_12993,93,-,CP018074.1,Genbank,gene,6587256,6589559,.,+,.,2026
vnz_29905,133.99601,-2.4729612,0.3530192,-7.0051756,2.47e-12,8.08e-11,CP018074.1,6595122,6595123,TSS_12996,112,-,CP018074.1,Genbank,gene,6587256,6589559,.,+,.,5564
vnz_29910,584.6311,-3.0473432,0.2753557,-11.066935,1.82e-28,2.47e-26,CP018074.1,6600164,6600165,TSS_13007,72,-,CP018074.1,Genbank,gene,6589673,6595819,.,+,.,4346
vnz_29910,584.6311,-3.0473432,0.2753557,-11.066935,1.82e-28,2.47e-26,CP018074.1,6591584,6591585,TSS_12993,93,-,CP018074.1,Genbank,gene,6589673,6595819,.,+,.,1
vnz_29910,584.6311,-3.0473432,0.2753557,-11.066935,1.82e-28,2.47e-26,CP018074.1,6595122,6595123,TSS_12996,112,-,CP018074.1,Genbank,gene,6589673,6595819,.,+,.,1
vnz_29910,584.6311,-3.0473432,0.2753557,-11.066935,1.82e-28,2.47e-26,CP018074.1,6600854,6600855,TSS_13011,34,-,CP018074.1,Genbank,gene,6589673,6595819,.,+,.,5036
vnz_29910,584.6311,-3.0473432,0.2753557,-11.066935,1.82e-28,2.47e-26,CP018074.1,6602204,6602205,TSS_13014,86,-,CP018074.1,Genbank,gene,6589673,6595819,.,+,.,6386
vnz_29910,584.6311,-3.0473432,0.2753557,-11.066935,1.82e-28,2.47e-26,CP018074.1,6600891,6600892,TSS_13012,709,-,CP018074.1,Genbank,gene,6589673,6595819,.,+,.,5073
vnz_30460,114.87981,-2.5815593,0.3834845,-6.731847,1.68e-11,4.76e-10,CP018074.1,6723880,6723881,TSS_13092,65,-,CP018074.1,Genbank,gene,6721408,6722421,.,+,.,1460
vnz_31035,54.881403,3.9954504,0.6607806,6.0465614,1.48e-09,3.29e-08,CP018074.1,6860439,6860440,TSS_13146,367,+,CP018074.1,Genbank,gene,6860698,6861783,.,-,.,258
vnz_31035,54.881403,3.9954504,0.6607806,6.0465614,1.48e-09,3.29e-08,CP018074.1,6860407,6860408,TSS_13144,953,+,CP018074.1,Genbank,gene,6860698,6861783,.,-,.,290
vnz_31035,54.881403,3.9954504,0.6607806,6.0465614,1.48e-09,3.29e-08,CP018074.1,6860087,6860088,TSS_13143,151,+,CP018074.1,Genbank,gene,6860698,6861783,.,-,.,610
vnz_31480,56.744998,3.2142154,0.7267806,4.4225387,9.75e-06,0.0001121,CP018074.1,6968335,6968336,TSS_13223,236,-,CP018074.1,Genbank,gene,6966243,6966524,.,+,.,1812
vnz_31480,56.744998,3.2142154,0.7267806,4.4225387,9.75e-06,0.0001121,CP018074.1,6967230,6967231,TSS_13222,44,-,CP018074.1,Genbank,gene,6966243,6966524,.,+,.,707
vnz_32150,243.40622,5.7746307,0.5525425,10.451016,1.45e-25,1.49e-23,CP018074.1,7121490,7121491,TSS_13358,116,-,CP018074.1,Genbank,gene,7119248,7120045,.,+,.,1446
vnz_32195,292.95297,5.3387856,0.5052854,10.565881,4.29e-26,4.9e-24,CP018074.1,7131119,7131120,TSS_13365,72,-,CP018074.1,Genbank,gene,7127523,7130084,.,+,.,1036
vnz_32210,60.518759,4.7647243,0.7671332,6.2110784,5.26e-10,1.24e-08,CP018074.1,7134593,7134594,TSS_13367,141,-,CP018074.1,Genbank,gene,7132295,7133149,.,+,.,1445
vnz_32230,95.704289,6.5491683,1.2328514,5.3122124,1.08e-07,1.82e-06,CP018074.1,7134697,7134698,TSS_13368,69,+,CP018074.1,Genbank,gene,7135407,7136489,.,-,.,709
vnz_32425,89.957058,6.7643729,1.0011171,6.7568246,1.41e-11,4.12e-10,CP018074.1,7178707,7178708,TSS_13391,50,+,CP018074.1,Genbank,gene,7181674,7181964,.,-,.,2966
vnz_32425,89.957058,6.7643729,1.0011171,6.7568246,1.41e-11,4.12e-10,CP018074.1,7180360,7180361,TSS_13397,364,+,CP018074.1,Genbank,gene,7181674,7181964,.,-,.,1313
vnz_32425,89.957058,6.7643729,1.0011171,6.7568246,1.41e-11,4.12e-10,CP018074.1,7178778,7178779,TSS_13393,492,+,CP018074.1,Genbank,gene,7181674,7181964,.,-,.,2895
vnz_33360,158.95993,4.1030187,0.4401812,9.3212039,1.15e-20,8.39e-19,CP018074.1,7404398,7404399,TSS_13530,61,+,CP018074.1,Genbank,gene,7405211,7407391,.,-,.,812
vnz_33485,78.303421,2.670641,0.5928552,4.50471,6.65e-06,7.95e-05,CP018074.1,7442983,7442984,TSS_13542,122,-,CP018074.1,Genbank,gene,7436474,7437502,.,+,.,5482
vnz_33645,106.18123,2.8060551,0.5812378,4.8277234,1.38e-06,1.94e-05,CP018074.1,7471126,7471127,TSS_13559,135,+,CP018074.1,Genbank,gene,7470526,7471188,.,-,.,1
vnz_33655,213.78774,4.0470699,0.3743383,10.811262,3.04e-27,3.72e-25,CP018074.1,7471126,7471127,TSS_13559,135,+,CP018074.1,Genbank,gene,7472221,7472778,.,-,.,1094
vnz_33725,75.173152,2.6491501,0.5207232,5.0874439,3.63e-07,5.57e-06,CP018074.1,7483366,7483367,TSS_13575,984,+,CP018074.1,Genbank,gene,7488355,7490718,.,-,.,4988
vnz_33750,52.335892,2.4792097,0.6004163,4.129151,3.64e-05,0.0003656,CP018074.1,7496762,7496763,TSS_13586,44,-,CP018074.1,Genbank,gene,7495911,7496225,.,+,.,538
vnz_33765,71.689557,3.5192363,0.7654162,4.5978077,4.27e-06,5.3e-05,CP018074.1,7496897,7496898,TSS_13589,2012,+,CP018074.1,Genbank,gene,7497523,7498602,.,-,.,625
vnz_33765,71.689557,3.5192363,0.7654162,4.5978077,4.27e-06,5.3e-05,CP018074.1,7495910,7495911,TSS_13584,1545,+,CP018074.1,Genbank,gene,7497523,7498602,.,-,.,1612
vnz_33765,71.689557,3.5192363,0.7654162,4.5978077,4.27e-06,5.3e-05,CP018074.1,7497159,7497160,TSS_13595,108,+,CP018074.1,Genbank,gene,7497523,7498602,.,-,.,363
vnz_33765,71.689557,3.5192363,0.7654162,4.5978077,4.27e-06,5.3e-05,CP018074.1,7496802,7496803,TSS_13587,55,+,CP018074.1,Genbank,gene,7497523,7498602,.,-,.,720
vnz_33765,71.689557,3.5192363,0.7654162,4.5978077,4.27e-06,5.3e-05,CP018074.1,7497085,7497086,TSS_13594,71,+,CP018074.1,Genbank,gene,7497523,7498602,.,-,.,437
vnz_33825,653.33034,6.7030072,0.5529012,12.123336,7.95e-34,2.01e-31,CP018074.1,7507315,7507316,TSS_13609,780,-,CP018074.1,Genbank,gene,7505943,7506161,.,+,.,1155
vnz_33845,51.077556,2.0067109,0.5900324,3.4010181,0.0006714,0.0048047,CP018074.1,7515046,7515047,TSS_13613,248,-,CP018074.1,Genbank,gene,7509832,7510794,.,+,.,4253
vnz_33850,173.62688,3.9209631,0.5056907,7.7536791,8.93e-15,3.97e-13,CP018074.1,7508894,7508895,TSS_13611,321,+,CP018074.1,Genbank,gene,7510689,7511654,.,-,.,1794
vnz_33925,188.1222,2.3206374,0.432247,5.3687765,7.93e-08,1.35e-06,CP018074.1,7524263,7524264,TSS_13624,388,+,CP018074.1,Genbank,gene,7525742,7526110,.,-,.,1478
vnz_34235,795.27636,8.4031673,0.7255708,11.581458,5.12e-31,9.53e-29,CP018074.1,7595644,7595645,TSS_13668,187,+,CP018074.1,Genbank,gene,7597350,7599014,.,-,.,1705
vnz_34440,453.03441,3.473118,0.4078282,8.5161296,1.65e-17,9.73e-16,CP018074.1,7630144,7630145,TSS_13680,56,+,CP018074.1,Genbank,gene,7643089,7643889,.,-,.,12944
vnz_34440,453.03441,3.473118,0.4078282,8.5161296,1.65e-17,9.73e-16,CP018074.1,7641069,7641070,TSS_13683,1087,+,CP018074.1,Genbank,gene,7643089,7643889,.,-,.,2019
vnz_34520,87.797483,4.331448,1.1325838,3.8243951,0.0001311,0.001157,CP018074.1,7658370,7658371,TSS_13695,36,+,CP018074.1,Genbank,gene,7661624,7662484,.,-,.,3253
vnz_34795,278.42573,-2.0139512,0.4876115,-4.1302375,3.62e-05,0.0003643,CP018074.1,7722541,7722542,TSS_13992,294,+,CP018074.1,Genbank,gene,7738179,7740032,.,-,.,15637
vnz_34795,278.42573,-2.0139512,0.4876115,-4.1302375,3.62e-05,0.0003643,CP018074.1,7720901,7720902,TSS_13832,42,+,CP018074.1,Genbank,gene,7738179,7740032,.,-,.,17277
vnz_34795,278.42573,-2.0139512,0.4876115,-4.1302375,3.62e-05,0.0003643,CP018074.1,7720748,7720749,TSS_13821,130,+,CP018074.1,Genbank,gene,7738179,7740032,.,-,.,17430
vnz_34795,278.42573,-2.0139512,0.4876115,-4.1302375,3.62e-05,0.0003643,CP018074.1,7721431,7721432,TSS_13873,46,+,CP018074.1,Genbank,gene,7738179,7740032,.,-,.,16747
vnz_34795,278.42573,-2.0139512,0.4876115,-4.1302375,3.62e-05,0.0003643,CP018074.1,7721263,7721264,TSS_13854,186,+,CP018074.1,Genbank,gene,7738179,7740032,.,-,.,16915
vnz_34795,278.42573,-2.0139512,0.4876115,-4.1302375,3.62e-05,0.0003643,CP018074.1,7722747,7722748,TSS_14036,82,+,CP018074.1,Genbank,gene,7738179,7740032,.,-,.,15431
vnz_34795,278.42573,-2.0139512,0.4876115,-4.1302375,3.62e-05,0.0003643,CP018074.1,7721058,7721059,TSS_13834,39,+,CP018074.1,Genbank,gene,7738179,7740032,.,-,.,17120
vnz_34795,278.42573,-2.0139512,0.4876115,-4.1302375,3.62e-05,0.0003643,CP018074.1,7737820,7737821,TSS_14170,145,+,CP018074.1,Genbank,gene,7738179,7740032,.,-,.,358
vnz_34795,278.42573,-2.0139512,0.4876115,-4.1302375,3.62e-05,0.0003643,CP018074.1,7720794,7720795,TSS_13828,33,+,CP018074.1,Genbank,gene,7738179,7740032,.,-,.,17384
vnz_34795,278.42573,-2.0139512,0.4876115,-4.1302375,3.62e-05,0.0003643,CP018074.1,7720784,7720785,TSS_13825,8189,+,CP018074.1,Genbank,gene,7738179,7740032,.,-,.,17394
vnz_34795,278.42573,-2.0139512,0.4876115,-4.1302375,3.62e-05,0.0003643,CP018074.1,7721807,7721808,TSS_13921,74,+,CP018074.1,Genbank,gene,7738179,7740032,.,-,.,16371
vnz_34845,887.43147,-2.0096867,0.481721,-4.1718893,3.02e-05,0.0003103,CP018074.1,7749226,7749227,TSS_14206,113,+,CP018074.1,Genbank,gene,7750369,7751409,.,-,.,1142
vnz_34910,198.80588,7.6143783,1.0211981,7.4563187,8.9e-14,3.46e-12,CP018074.1,7762762,7762763,TSS_14232,142,+,CP018074.1,Genbank,gene,7764576,7765868,.,-,.,1813
vnz_35020,420.94805,6.6930567,0.5555802,12.046968,2.01e-33,4.74e-31,CP018074.1,7795372,7795373,TSS_14369,51,-,CP018074.1,Genbank,gene,7790238,7790741,.,+,.,4632
vnz_35020,420.94805,6.6930567,0.5555802,12.046968,2.01e-33,4.74e-31,CP018074.1,7793637,7793638,TSS_14248,104,-,CP018074.1,Genbank,gene,7790238,7790741,.,+,.,2897
vnz_35125,989.76813,-2.0932231,0.2788352,-7.5070263,6.05e-14,2.46e-12,CP018074.1,7822084,7822085,TSS_14640,35,-,CP018074.1,Genbank,gene,7820435,7822180,.,+,.,1
vnz_35125,989.76813,-2.0932231,0.2788352,-7.5070263,6.05e-14,2.46e-12,CP018074.1,7820905,7820906,TSS_14629,39,-,CP018074.1,Genbank,gene,7820435,7822180,.,+,.,1
vnz_35525,91.841294,4.7894614,1.2722617,3.7645253,0.0001669,0.0014281,CP018074.1,7923307,7923308,TSS_14666,176,-,CP018074.1,Genbank,gene,7921976,7922188,.,+,.,1120
vnz_35530,738.65143,5.2150979,0.5206963,10.015623,1.3e-23,1.17e-21,CP018074.1,7923307,7923308,TSS_14666,176,-,CP018074.1,Genbank,gene,7922185,7926582,.,+,.,1
vnz_35565,162.83078,3.9833278,0.5897908,6.7537978,1.44e-11,4.16e-10,CP018074.1,7936493,7936494,TSS_14670,37,-,CP018074.1,Genbank,gene,7931689,7935999,.,+,.,495
vnz_35570,68.141266,2.3916999,0.6697844,3.5708506,0.0003558,0.0027707,CP018074.1,7936493,7936494,TSS_14670,37,-,CP018074.1,Genbank,gene,7935992,7936582,.,+,.,1
vnz_35575,357.99023,3.2359419,0.5179177,6.2479843,4.16e-10,1e-08,CP018074.1,7943460,7943461,TSS_14674,64,-,CP018074.1,Genbank,gene,7936626,7938704,.,+,.,4757
vnz_35705,84.872887,2.6482432,0.5140713,5.1515093,2.58e-07,4.07e-06,CP018074.1,7963037,7963038,TSS_14680,40,+,CP018074.1,Genbank,gene,7965875,7966921,.,-,.,2837
vnz_35840,87.990703,3.5666569,0.6781224,5.259606,1.44e-07,2.38e-06,CP018074.1,7994400,7994401,TSS_14693,42,+,CP018074.1,Genbank,gene,8000095,8000529,.,-,.,5694
vnz_35885,51.882161,3.2472731,0.5874813,5.5274496,3.25e-08,6.05e-07,CP018074.1,8007124,8007125,TSS_14699,31,+,CP018074.1,Genbank,gene,8008709,8009485,.,-,.,1584
vnz_35885,51.882161,3.2472731,0.5874813,5.5274496,3.25e-08,6.05e-07,CP018074.1,8000594,8000595,TSS_14696,771,+,CP018074.1,Genbank,gene,8008709,8009485,.,-,.,8114
vnz_35890,380.99886,5.3218772,0.5054465,10.529061,6.35e-26,7.08e-24,CP018074.1,8010043,8010044,TSS_14702,39,+,CP018074.1,Genbank,gene,8009720,8010133,.,-,.,1
vnz_36045,89.906322,5.0347906,0.5892088,8.5450026,1.29e-17,7.71e-16,CP018074.1,8037230,8037231,TSS_14716,41,+,CP018074.1,Genbank,gene,8039904,8040425,.,-,.,2673
vnz_36045,89.906322,5.0347906,0.5892088,8.5450026,1.29e-17,7.71e-16,CP018074.1,8039298,8039299,TSS_14718,6246,+,CP018074.1,Genbank,gene,8039904,8040425,.,-,.,605
vnz_36045,89.906322,5.0347906,0.5892088,8.5450026,1.29e-17,7.71e-16,CP018074.1,8035692,8035693,TSS_14715,104,+,CP018074.1,Genbank,gene,8039904,8040425,.,-,.,4211
vnz_36165,463.80728,-2.8209543,0.3735467,-7.5518108,4.29e-14,1.81e-12,CP018074.1,8062477,8062478,TSS_14742,47,+,CP018074.1,Genbank,gene,8063182,8065401,.,-,.,704
vnz_36450,334.46422,7.4086436,0.7408399,10.00033,1.52e-23,1.34e-21,CP018074.1,8152656,8152657,TSS_14839,566,-,CP018074.1,Genbank,gene,8151671,8151970,.,+,.,687
